X轴,Y轴,Z轴
5.473857448,4.102809975,-1.296345913
3.258854828,6.552968253,0.846835144
4.701478918,1.8752563,-1.299718515
9.542133664,1.113042233,0.324848027
2.053509545,2.485468937,0.093375847
9.877947161,4.331858201,-0.809230376
7.928943985,2.514460754,0.18747773
1.104808571,7.191814248,1.508205826
6.101685305,0.929867694,0.417434897
8.737042002,2.19004147,0.054368786
9.047277661,7.797237602,0.425311515
8.823941109,2.91653166,-0.409447538
1.010303063,1.084390181,1.314444873
2.170998685,5.845149234,1.73080777
3.625899611,7.032663365,0.266449415
7.020347831,0.685870701,1.446057698
3.360357244,8.494452848,-0.814597158
2.463180263,5.079400997,0.986385794
5.152656318,9.846852693,-1.816878743
9.194450845,7.32400761,0.733806942
9.073388144,2.087648904,-0.149943255
0.956500466,3.730822438,-0.014189447
4.040802023,3.483434424,-1.724974062
3.656793226,8.302939628,-0.926736423
8.86100193,1.012817705,1.063854156
0.378315328,7.983232773,0.240463885
5.07663815,9.102089579,-1.88277782
7.668610781,3.066034613,-0.014278883
4.331631189,2.739519252,-1.848634883
9.925462857,5.130380875,-0.074100426
6.188958594,1.1845641,0.282613537
5.681684189,3.94953213,-1.256870142
5.774175816,4.950711439,-0.251239713
3.336266084,5.77598172,0.680660094
6.441770644,7.522446596,0.483416311
0.157105142,2.986585134,-0.831550709
2.638129067,4.404361327,0.179282528
4.222203571,1.726439943,-1.037261552
6.322965498,8.756501729,-0.745121237
4.867761215,7.353931984,-0.508484886
5.75797607,7.121142148,0.167588804
1.271347742,6.68029044,1.877683746
8.769835626,2.453588055,-0.163401115
5.128076887,9.092525325,-1.86014874
0.516781787,6.872497339,1.325407984
9.598863893,4.907100964,0.020276012
9.255988276,9.654073174,-0.805837472
1.680782398,8.087368298,0.762683936
1.725244656,7.473117865,1.35981903
1.116620359,1.202367771,1.25877274
3.579242078,1.312282792,-0.168167839
5.837085909,2.485356889,-1.223744494
6.038661361,1.112001943,0.200773029
1.76632792,4.662165127,0.930741784
5.226674816,3.513678877,-1.802215158
3.587732637,9.468891001,-1.430513739
7.610684764,2.865708408,0.008364315
4.963992148,6.806200253,-0.102197376
4.920190975,8.904140559,-1.845989039
3.471824004,8.898443714,-1.188916317
7.984735472,6.942240322,1.782035154
1.174103799,4.186320727,0.42020684
4.907662363,2.697709429,-1.884085488
6.458111701,9.174888458,-0.794904098
3.989985406,4.940840003,-0.523749615
1.204744394,5.984413616,1.889446516
8.07767737,4.583896896,0.846945463
5.542808433,8.566621965,-1.328399996
8.991678362,9.050603577,-0.511123481
0.09060463,5.118628972,0.485638851
1.473556543,2.551414848,0.164434195
9.72437025,6.413631155,0.696373317
8.849449514,0.526495933,1.408683584
0.43685195,2.694111907,-0.478450877
6.291731556,3.781576046,-0.79355953
4.330529985,8.320621558,-1.377861489
7.393993218,7.906769848,0.843293939
2.439137547,7.391817231,1.091979997
4.886431198,1.179664856,-0.603658166
9.411395571,8.28189419,-0.401590491
1.973555379,7.179859928,1.54419445
7.762642102,7.385311084,1.447532034
9.420003507,5.346180326,0.596978464
1.700478952,0.568629077,1.834242964
6.829849651,6.681702376,1.441478059
4.215204077,4.307513389,-1.272833125
4.028405855,8.287649966,-1.195264374
9.174360267,9.918522176,-0.632755907
3.90101465,7.470738807,-0.31457236
5.935933557,9.202052696,-1.315613977
6.525439098,3.8730357,-0.50432009
4.425644627,3.471198933,-1.905339608
0.520239438,8.099621401,0.253910976
6.952955703,0.996455529,1.164087477
1.114344939,3.146205859,-0.102367107
8.194654469,9.740933244,-0.007907748
4.644994977,2.378803521,-1.720641584
8.159997142,9.204691625,-0.022337094
8.104998984,8.301998581,0.535481178
2.332285984,6.405050047,1.716392628
4.010277078,9.603965594,-1.747468764
9.85063374,4.536787572,-0.587800607
2.101465384,5.301427487,1.418030468
2.271929778,6.369631922,1.760377325
8.730081538,1.561000296,0.64994812
6.094442043,5.734020764,0.665336281
4.636071041,7.408422846,-0.566127018
9.990050246,0.298672968,0.420082048
1.255830244,6.527566336,1.921094161
2.063592611,2.321975745,0.198512154
2.731141936,9.933722998,-0.474236381
0.946897645,6.879072566,1.639257863
7.554033759,7.095183606,1.643401607
6.200762128,9.98449772,-0.929733824
1.078432544,2.235670782,0.264257602
1.212394419,8.439622013,0.383725434
1.846348243,8.45706547,0.395090196
4.737539999,7.765441488,-0.911259222
9.567666874,1.855718956,-0.423486377
8.725898333,1.331024096,0.880841754
6.947079237,0.861784509,1.267272423
2.017086328,4.775563014,0.965186644
6.608946379,2.33929891,-0.375029523
3.180575303,4.924212601,0.171270332
1.352268711,6.415610583,1.967462289
8.878506693,5.366272897,1.127778524
6.755580749,5.682870515,1.280178513
8.305606489,2.164199916,0.340553183
5.172213817,3.15138802,-1.896082273
6.696311117,5.417027305,1.049232452
3.050820007,5.169218578,0.531753075
4.003978327,8.060719706,-0.964665438
5.59370638,3.407993008,-1.600860009
6.749849844,7.483349558,0.81211464
2.545639505,5.493202244,1.265155194
9.141046864,2.576886328,-0.564806294
1.134320426,7.474509306,1.276677482
8.772707794,6.646846658,1.541433888
4.009482688,0.987317439,-0.2120361
8.116542179,9.338942506,-0.030589854
6.246021796,1.130856622,0.388729955
5.902365146,8.356345757,-0.85318091
2.981986958,3.066232713,-0.838232857
1.888184048,5.551210296,1.693909789
1.176217763,5.496735404,1.629521352
8.044321755,8.293074129,0.556821721
4.121456491,3.346068505,-1.809589067
4.307375124,9.962134716,-1.778161608
5.617623235,2.959551149,-1.600977492
8.134839815,6.439700629,1.948594382
4.381697004,0.51521116,-0.075629188
6.629745314,4.380498238,0.013833179
2.723267393,8.346153136,-0.066310069
1.82927718,0.847557809,1.628595352
2.617985564,5.407519091,1.140492566
4.063344801,3.496477896,-1.734348256
5.577221997,0.220958482,0.326920635
0.116036338,2.519052927,-0.696624043
3.847657355,8.092108,-0.88472663
2.778625181,7.297076887,0.883611115
1.692341076,2.859566387,0.03212903
8.890620994,8.328940811,0.05181348
5.77382744,0.345307163,0.453354798
0.065848489,9.753842561,-0.880544127
5.563234666,0.139623579,0.33092089
3.815469113,1.366383881,-0.421027893
4.318517382,8.093420358,-1.160587596
7.163579357,0.554859275,1.620964474
2.446264604,6.321190742,1.639915245
0.777341801,1.633957507,0.638267993
8.795899321,6.109244026,1.573148616
6.981969144,2.073722478,0.161295616
3.894112859,3.882422342,-1.421389455
1.239892622,3.728746717,0.113228438
8.862012056,3.342002847,-0.446457413
9.019601078,0.610017633,1.213819244
3.691858027,9.708156614,-1.483029693
7.428818724,1.04041195,1.416836496
8.282100276,4.510995207,0.709713295
9.25610139,9.245091247,-0.816021882
2.660905349,2.938252736,-0.517008871
5.968240958,4.869700808,-0.153099761
7.721424728,0.694100654,1.759856509
3.434930298,2.111198929,-0.80363017
4.879855012,4.309458486,-1.378126136
2.567166938,2.712231776,-0.36587923
5.358783828,1.113004566,-0.356292082
1.868907416,1.544700217,0.981986144
4.337882678,2.071315915,-1.410569791
6.517255088,4.452604733,-0.024933811
7.088729803,9.307534651,-0.27192694
8.272799253,9.002610465,0.001367453
3.54440378,4.021891071,-1.028927133
5.206320371,0.127345168,0.111426725
3.052285494,9.249612493,-0.895509225
2.463007796,0.394291761,1.550960888
4.370283761,2.655150655,-1.826052271
2.017442496,5.050008105,1.233142404
9.251957597,4.047052563,-0.44536245
3.712698904,0.496812724,0.338543092
5.012422779,0.459115475,-0.05888167
2.127653449,0.561466712,1.69539548
5.303995733,6.867077615,0.004277569
9.377183435,1.108570468,0.493518051
9.22932925,4.841867655,0.323323921
2.867700373,2.348697478,-0.431305098
3.310637948,4.735417404,-0.145214941
1.097625731,6.521224805,1.861930014
3.548136277,9.779781213,-1.333082397
7.38749589,4.914562429,1.093953322
4.992517402,6.275097679,0.038947355
4.681103316,0.973374624,-0.436998005
4.427939549,9.907159435,-1.845708997
7.947679213,6.300436448,1.995464795
8.100687085,1.566514947,0.974003613
0.41302325,7.080009333,1.100361684
6.602920825,4.511204913,0.114485838
1.136863857,0.800714436,1.60351342
8.036201315,2.364412784,0.270549833
2.79832229,8.285193345,-0.081403446
6.663311453,9.969724587,-0.484117346
9.217523632,2.27626133,-0.442614145
9.491998431,0.944919884,0.518637953
1.613665401,2.952884187,0.016833928
3.064063567,7.763173487,0.168134838
7.209730736,8.351850622,0.321995589
7.148036231,9.860499875,-0.145567026
8.007498522,3.386146194,0.017993887
2.886897753,7.19701347,0.862669074
5.383279456,9.461602834,-1.782590423
7.63213072,6.585016322,1.93028564
7.323842734,7.635825541,1.079166633
9.159716652,1.031445856,0.775547212
3.920024222,4.229061059,-1.166891998
3.984226968,0.94280123,-0.158875283
5.998417888,3.686641132,-1.136036403
4.622027927,5.503162533,-0.285022696
8.529224484,6.755692975,1.670984969
0.777448986,1.120253603,1.136917747
5.559922766,2.028107742,-1.103371348
5.580293663,0.15700304,0.341273677
4.276387236,1.31272468,-0.651230908
3.355693852,0.945103372,0.373189859
9.932346852,5.9789871,0.468033349
9.408247668,8.295937706,-0.411178869
1.349117054,3.349750699,-0.002883623
0.07649828,4.204994866,-0.409477629
3.084310221,0.702422525,0.820530422
7.911029225,7.523752077,1.322633418
7.50094472,0.914660863,1.548386359
3.050195064,2.172391388,-0.474687822
5.30673316,7.943534979,-0.917949606
2.750741596,6.509678719,1.355435259
5.391888534,9.228577814,-1.758701713
2.082035005,8.874086001,0.019976505
9.068651022,6.868607534,1.182125672
8.678987742,3.673177535,-0.183452298
9.324840748,6.868855746,0.933112626
6.853370839,9.149500901,-0.422561687
2.092753388,0.455314337,1.764967938
0.615872386,3.059548589,-0.418965429
6.120344316,6.943180312,0.62787303
6.516957118,8.002475603,0.083699535
4.404307242,6.696064758,-0.036947753
6.792312999,9.469227997,-0.5115965
3.348155232,5.464726127,0.47825019
6.586685836,0.299099659,1.254464743
5.92349059,0.901152328,0.268718403
8.093758338,5.764898019,1.840059948
9.253316157,2.062251443,-0.301286387
9.148654238,9.040606357,-0.654480962
0.03426701,8.943942155,-0.852348351
2.220924871,5.073265835,1.149100742
6.540108945,8.437877101,-0.297171809
7.63835675,4.800014907,1.06435672
0.785320648,7.912505532,0.648561472
2.476167862,2.19040242,0.036678829
4.296557155,0.018044116,0.085056589
2.596485106,4.417766627,0.228131558
6.420599391,4.362751751,-0.205574972
4.27319291,0.742247632,-0.168142653
1.392247389,2.356954102,0.276458736
7.68375594,6.024791355,1.952348173
5.722424374,7.307856813,-0.012451122
8.387740658,2.267913291,0.218890722
5.127855709,2.914345043,-1.88921823
1.987229792,9.567598198,-0.075281092
3.991625361,5.275821794,-0.21721046
8.150669387,1.626205341,0.900929416
9.985205213,1.146508702,-0.119876466
6.499215848,7.36934812,0.680238235
2.632632001,1.104790725,0.936591301
0.044757616,1.086022445,0.510750981
8.605481492,3.41523575,-0.23212709
6.460940257,0.523125015,1.043082533
5.518897788,4.32401117,-1.070710389
4.298026577,6.310334844,0.084258267
0.755694307,9.456998168,-0.313686826
6.854184008,7.07693564,1.241648898
1.95977638,2.086788887,0.431897927
1.867776505,9.891523434,0.063187055
7.10909741,1.44426015,0.861365168
1.85389247,9.647168977,-0.015177673
6.504597874,0.173499371,1.204594627
9.51970014,8.927962785,-0.973884693
6.486488666,0.854283989,0.858664375
6.498456603,7.430347274,0.624688717
4.301280144,3.752521855,-1.735793621
0.472330094,7.199534897,1.063682878
7.16566463,1.724163154,0.619549911
9.560150401,8.969005062,-1.032880453
9.137767963,1.466115336,0.387575711
9.619126147,9.177339762,-1.162670075
7.988285013,4.952384,1.228692638
8.000302138,8.895690493,0.126046214
8.096403084,3.202736417,-0.02737176
5.361030541,7.794170611,-0.737129804
9.38839211,2.545199824,-0.79098918
4.823056065,4.920223559,-0.787541082
5.189966312,7.47710877,-0.520096457
0.978445785,2.932647705,-0.148619671
2.587229353,5.005087774,0.814939345
2.742664762,6.212102893,1.38590535
4.454643502,2.314056366,-1.643658876
9.220019722,2.6827194,-0.69322169
4.035032625,9.053750524,-1.711187622
2.323426484,2.671695089,-0.161721152
0.982290865,2.228576261,0.220409746
4.232815601,1.222199567,-0.545612541
0.04856548,9.141509523,-0.911600664
7.313866958,9.654524565,-0.116074416
8.749668888,9.462041954,-0.374323311
0.29880293,9.109342358,-0.656284941
3.943381569,6.778735258,0.161106041
9.731690119,2.229440964,-0.914162095
0.454654123,2.024599839,0.000764359
5.821717833,0.770931116,0.271999613
6.838753269,8.180630143,0.206555364
6.206411895,4.701066455,-0.088020299
4.911028469,4.491153468,-1.199771152
1.711726496,8.925964001,0.111935207
8.336766939,1.247941552,1.202980416
7.26289591,7.278194144,1.374831612
4.22007837,4.04823234,-1.497638331
6.535750115,3.407429402,-0.714984794
0.195876651,2.860009955,-0.76599035
5.348998507,7.663344058,-0.614630961
7.636475948,4.26824314,0.546751996
6.462155767,7.673016546,0.357995557
3.269056045,7.735046163,-0.008463258
7.613365681,9.796380761,0.039444826
5.758755626,4.887688388,-0.326316448
2.421713251,2.621723908,-0.208590389
0.88169612,5.077282516,1.128668296
7.428873466,3.243803839,-0.083786855
5.417820042,5.319913462,-0.190495486
8.244607706,0.570548449,1.766275741
7.283543119,3.472718008,-0.104012824
3.902375998,6.018933417,0.275799138
8.851633205,5.53143268,1.272770036
2.143122759,9.869957409,-0.061890126
3.650766785,0.775197804,0.226826306
9.942018816,8.829431435,-1.32243803
5.840432948,2.538992726,-1.252292848
5.271109642,9.248018682,-1.832352695
8.215989409,9.471930394,-0.06370088
4.388918447,5.974643801,0.004639493
2.435357869,6.159446608,1.641327892
4.100351014,5.426852449,-0.16326664
0.499619147,8.076287769,0.258611681
1.107278434,2.030299132,0.450982655
7.682143189,2.691444518,0.08488941
4.938745489,8.160905386,-1.276618148
2.493254909,6.45841415,1.588548946
4.636218514,7.436861256,-0.591971018
5.15971723,8.972716425,-1.801154499
1.823573488,0.698917135,1.733760945
6.938805893,1.916379544,0.270905809
9.696328668,5.543502511,0.470456766
6.992519975,8.502846948,0.047046353
8.696202574,5.955449691,1.612581048
0.862203409,6.329479959,1.758206903
4.126184097,0.691606352,-0.062823628
3.789889457,9.432979801,-1.603796006
6.674138082,6.847995356,1.225759761
2.594327998,6.70268338,1.43364682
8.976494672,8.638248982,-0.272887635
0.629133602,6.583323118,1.543740217
0.844875822,7.72633602,0.875187951
4.58171148,0.060331217,0.006706785
8.489312193,0.062779008,1.802905618
9.077917514,9.086282705,-0.603308499
5.602821342,1.352361626,-0.412374207
1.265553934,4.094392454,0.374370724
5.720089082,0.679130934,0.244311948
7.76770502,4.557507944,0.84201792
4.267759666,1.832454918,-1.161453211
3.250046403,3.457607444,-1.058722755
5.189507627,5.954330889,0.058091152
7.874407298,0.161375163,1.986798665
6.564922779,2.861976591,-0.683136433
3.635620341,2.45940524,-1.250371251
2.176920302,2.513045789,0.012979542
1.588074519,0.852722846,1.657785817
2.83041163,5.336720341,0.890738053
0.621645143,5.642504532,1.384062337
9.079780758,8.03378478,0.159358148
7.660054905,3.744024517,0.157295026
5.302812197,8.880701616,-1.686310909
8.180484247,5.849260313,1.854492396
5.477547361,6.05273411,0.252290769
1.795897989,4.36111988,0.630681731
0.543042402,2.289493164,-0.141661284
3.198733647,6.634897403,0.881674359
9.635060158,8.586571438,-0.877533141
7.416969422,8.790039959,0.10079316
8.026362517,0.117334233,1.978303403
9.18123094,1.547105045,0.264835545
1.190714084,2.959563642,-0.054844288
9.77474352,3.298163918,-1.330633194
5.446942028,3.705781084,-1.58715325
5.235084277,4.607902274,-0.970773478
5.15528605,9.097170746,-1.850328892
5.037362616,9.28611505,-1.938060837
9.839795056,3.541203335,-1.324418106
8.013248245,9.535583364,-0.0065235
7.215643707,1.351500488,1.020629612
6.417843144,5.300515304,0.689054387
6.331569522,2.999115791,-0.941501992
6.79069445,5.879487257,1.405616464
3.861807362,2.140663702,-1.199066463
2.168196344,7.111571868,1.502866373
4.571348028,7.791821391,-0.927949982
8.86948154,0.86220924,1.177956826
0.469636208,7.370443073,0.917476873
4.643700904,9.820074739,-1.920524223
6.979294719,6.748726166,1.534816035
0.285176122,4.473292448,0.044501507
4.055842388,7.873206429,-0.811328469
7.601266925,7.527657929,1.288800138
5.59580865,2.389094452,-1.364495468
5.589659123,7.253670577,-0.074353602
7.176054402,3.465488618,-0.169128288
6.883193502,1.857436129,0.281918509
7.20785333,5.071528639,1.149889836
0.373183702,8.89915285,-0.500428612
8.470580773,5.790833492,1.69707336
7.524282357,9.676464821,-0.02235396
7.113248683,8.797929367,-0.071905986
4.731713078,7.089242069,-0.307464194
7.736064935,6.730940858,1.894476969
4.335659325,0.215895072,0.046912336
2.332806149,3.030949933,-0.270435398
7.36125641,0.123739417,1.873401064
2.103343486,0.902760687,1.480961681
1.213988953,5.720622393,1.782907677
8.815642605,2.725652207,-0.342578195
3.411329002,4.430486901,-0.544660479
4.87133918,3.762935717,-1.800491347
6.95995177,6.098733097,1.609312298
4.361979786,0.236442114,0.032945221
0.798468314,8.891919845,-0.145070562
0.669506261,6.846464234,1.466107747
3.718919499,9.705526162,-1.506634387
4.939811121,7.002923201,-0.222272321
2.860293171,1.447716761,0.400373344
8.610093839,9.617037687,-0.254066047
4.990490194,5.842963374,-0.056921335
0.881284644,5.962566762,1.720597418
7.098340395,2.849391975,-0.229780307
9.914232592,9.671782294,-1.439793834
5.419147985,7.604087396,-0.513168996
4.994234379,3.68500173,-1.816494788
7.458422393,6.929047724,1.721362206
3.094937707,6.960383037,0.825969734
8.603016007,0.025953124,1.732009973
7.353375893,2.333741513,0.186238762
6.205817095,5.138883588,0.336390917
7.162542765,3.382642234,-0.200758629
5.539185828,5.485337947,0.021013302
1.464112867,2.619814742,0.127380315
3.527806046,1.338063633,-0.146046028
2.528409584,8.875349075,-0.277349347
7.336475103,1.782651683,0.6587813
4.924980499,5.04244939,-0.653387226
9.144119498,6.311655945,1.276583147
4.298606517,0.120756213,0.077111284
8.435344543,4.613862386,0.737347703
4.739716531,3.39041528,-1.968829663
8.810642045,0.892107372,1.204025597
3.452055999,7.221854083,0.28536268
0.962817673,3.66775006,-0.043938949
3.004422531,2.452487105,-0.635074688
4.893855045,8.438757392,-1.535592582
6.008419041,5.938864977,0.669983119
2.169215017,2.214804322,0.225822025
2.909448021,5.299115904,0.78370347
1.136858824,4.363263387,0.565240995
2.983909842,3.570249506,-0.75249466
8.579223438,8.38526666,0.241697398
2.045898176,8.272923653,0.482451944
8.418323728,4.782860778,0.915354153
1.175302647,7.331183115,1.422113278
1.692096817,3.637164009,0.112954958
1.732089141,6.55585554,1.950075716
8.031917023,7.133321347,1.644092158
5.885552106,3.521448373,-1.31595543
0.848266808,5.043912651,1.075619509
2.342329576,4.402037608,0.411449236
3.366649135,8.573102857,-0.881885167
7.755753239,6.316392592,1.994628158
6.571051943,3.372732756,-0.689498552
6.146507924,9.54447731,-1.129096824
2.593415389,7.515068758,0.853594439
3.319224779,0.782460989,0.532481168
9.672782307,7.417491695,0.177291261
1.514815011,2.977594175,0.011851092
9.651820861,7.140229661,0.429577227
6.690061151,8.122344387,0.130589009
7.719242582,6.090389292,1.972408763
0.501320019,7.141651413,1.134182697
6.402775252,7.496276611,0.469430537
4.587624316,2.75537392,-1.918567018
1.72550067,2.259407448,0.35259173
5.167511363,6.621534143,0.045096783
7.876925744,5.215697067,1.482062825
8.060026919,7.220405973,1.570877882
7.254799166,4.630812771,0.74431119
8.36640127,1.777234684,0.666585555
1.769102059,8.856963119,0.137323625
7.143329065,5.624055896,1.548462053
8.650892215,8.767850793,-0.092952909
5.718367779,9.959401816,-1.395722035
5.921626634,1.078361044,0.119040658
2.138378597,6.86176574,1.680442961
1.554362048,1.569386182,1.001275105
2.958975249,5.048257036,0.511192921
9.980538583,2.20700739,-1.121741673
1.428785729,8.732817091,0.219937063
8.948389175,5.388258863,1.084149247
1.184442632,0.479252261,1.813629156
6.127884653,2.893025844,-1.123943146
5.374805412,4.153269628,-1.31894823
3.234490056,9.993418672,-0.935397557
0.384064574,9.238032544,-0.607921669
8.547808234,4.966514857,1.020204056
0.947637952,1.948770108,0.443001243
5.021156206,6.737119439,-0.053979988
7.89323288,5.040816614,1.321784872
3.02843534,8.798272571,-0.697165422
7.823963614,8.993085789,0.091290462
0.790779565,3.356239527,-0.266149922
2.164006467,0.902868077,1.448511177
4.168583919,6.258673606,0.143953446
8.791668003,4.369828986,0.255755394
3.412649483,0.407835403,0.650231673
0.75152396,4.002493136,0.030998252
4.900063934,3.349138995,-1.960980146
1.154443706,1.06610678,1.398105837
9.930131286,6.295273704,0.515810305
6.757741327,0.637295206,1.260651687
6.339681722,5.722918576,0.903579761
8.88438715,4.861934203,0.663459601
3.224877043,7.563064322,0.203642972
1.977190106,2.006993993,0.496056103
5.764580449,6.178270959,0.498832612
1.122214785,8.53205591,0.273768709
2.345050517,5.949094771,1.659651613
6.02738635,6.0632057,0.72288345
4.373906259,4.86436658,-0.791866341
4.746040392,8.623340567,-1.695108712
8.999013646,3.891014757,-0.319065682
4.521444904,3.97186068,-1.656503451
2.764558225,7.078730099,1.068060576
1.804631954,1.776227759,0.768795259
3.00536415,8.233200567,-0.234387471
5.179606661,2.905467464,-1.865076643
0.790531933,8.167033789,0.402763689
4.31855282,5.357618804,-0.32206172
1.474458874,9.697442168,0.032306287
3.075151166,8.903235416,-0.800659074
3.029227045,9.732510324,-0.84089358
3.054916521,7.119671171,0.756643121
7.578749154,9.814503873,0.037348812
2.056532161,4.254945149,0.44267546
9.217713792,0.406891114,1.123943291
0.891642026,2.020950745,0.342999635
6.583575263,7.75693495,0.392787147
0.812466488,9.69338524,-0.238155835
0.208486269,3.574406045,-0.700810148
1.376126836,1.528348783,1.023546455
4.170296988,6.135279386,0.132450608
4.062348885,3.451287673,-1.748486095
0.802646087,5.197705047,1.185685076
6.70747119,8.683625173,-0.326020669
7.184813881,1.184644984,1.160964159
0.361857538,3.552676323,-0.562676235
8.824409781,0.76285237,1.287814313
2.18142941,1.34533017,1.042845926
4.866934678,7.787063552,-0.921213414
7.133322389,7.730208572,0.874828145
1.279523872,6.882508724,1.783596692
6.408573783,7.636399915,0.340929161
9.505517622,9.58106259,-1.068464362
7.964974785,0.538666527,1.852240086
1.897615393,2.610690115,0.084717859
0.501670334,9.816806099,-0.443245358
0.105475441,2.433844567,-0.654547845
0.374579811,0.697389469,1.132402837
5.988330315,9.658406386,-1.263433892
4.965672999,2.361178477,-1.678716914
6.944795892,7.702869376,0.764926214
3.187824317,3.339499868,-1.0266954
1.735913952,9.192012514,0.013366815
8.388525401,9.168406033,-0.106815177
8.704871407,3.142200183,-0.3406854
2.371947174,1.493013031,0.773585565
0.996591421,4.890702499,1.016994523
5.946797621,0.427609021,0.579880482
7.268828257,8.076511142,0.612929918
0.73103616,5.018848306,0.969326225
1.199151794,0.847905798,1.593286427
4.655460378,1.912082016,-1.333078911
9.460540111,1.328877862,0.203811138
3.009759044,3.775694284,-0.674152203
9.516848468,3.771911934,-0.899779847
9.206115254,4.349328479,-0.138212526
2.653385231,5.929522931,1.407154077
0.043444,4.816155282,0.147010521
6.032414407,2.491960204,-1.044457001
0.99766057,7.231383097,1.423352773
0.50130893,4.625886277,0.394178957
9.543870246,4.38007118,-0.445045864
1.675554593,1.232096057,1.326779353
5.288392371,2.710227375,-1.747041959
1.810524688,9.494659894,-0.026156743
2.82941431,0.813893098,0.993805915
8.92289574,0.532875779,1.342426195
5.204667439,9.43714201,-1.881181834
2.228456566,2.864669419,-0.170476555
6.217536632,7.11970814,0.604446503
9.400223028,2.796676117,-0.916551211
3.679011147,0.028944903,0.487661026
3.137837313,5.286290967,0.54666835
0.977447368,0.532953478,1.690383021
4.647989051,4.136560814,-1.542456636
0.138274883,5.580824164,0.901153636
3.797414482,9.562793667,-1.600301728
3.238574127,5.324564637,0.477819856
0.774936216,6.741429075,1.596501297
3.421081238,0.304746174,0.678059031
2.681396841,4.413846348,0.149995939
0.875975354,3.793679188,-0.026650988
5.279133172,8.95489106,-1.735272952
6.707141982,3.393957296,-0.556954643
4.298370233,8.311961041,-1.357648156
0.525499676,9.375778404,-0.497154439
1.698240576,1.239068099,1.317567488
1.093108639,4.444601951,0.62346234
9.744067894,3.442129271,-1.269070231
8.76421686,6.565466809,1.573982452
6.107520722,5.670098661,0.643113344
0.633956628,9.183140238,-0.378610179
0.058696875,3.01632404,-0.933500966
1.612408043,6.149519127,1.990214326
6.579867962,2.061541647,-0.178933973
0.881997939,5.546742426,1.512872732
8.230218684,5.757970454,1.795270047
0.048038693,1.912656475,-0.287219959
4.634337892,4.055725832,-1.607432916
0.172325627,5.190408015,0.631495157
5.502018537,5.210712734,-0.226154591
3.633044356,3.102220255,-1.471131283
7.685681217,0.196636319,1.966600175
2.768248968,9.870936909,-0.537380367
3.387058663,6.813376517,0.619702
6.554761679,8.6902941,-0.473926405
5.817396099,2.877434149,-1.414440628
7.022967724,5.606550139,1.453811313
0.251356817,4.653554987,0.189918311
8.177055333,1.138985606,1.366780054
8.446217287,0.432946511,1.737428264
9.939866226,2.544739008,-1.319719755
6.828692061,2.255996828,-0.113976908
8.401057816,5.392574572,1.482986442
8.466835441,8.82752357,-0.00887296
7.669306342,7.067033176,1.691198083
7.139804119,6.792105933,1.628903147
1.78724034,1.407394325,1.139343126
1.924409914,2.314043428,0.261445256
6.416963351,4.912046162,0.331712707
8.973518422,5.552032889,1.180504732
2.056968675,4.464158103,0.638438334
0.83640962,6.425477564,1.732135407
5.836713315,4.508904894,-0.633868804
1.902340291,4.722043112,0.955194886
9.661371638,6.906300792,0.57767174
3.094603492,3.563642554,-0.865279283
2.571553661,4.57752711,0.405211439
2.866971409,2.099795793,-0.233487427
7.473230201,8.864807074,0.081115076
7.382962229,3.75018212,0.0706509
4.578704752,2.835086218,-1.944471062
0.972827971,2.228287831,0.215347831
5.049507047,9.855647893,-1.852314593
9.300695586,2.702874146,-0.781532543
7.316912391,6.374818354,1.855016432
7.115788589,2.289334295,0.081400957
1.63397155,2.801875029,0.055156313
6.978970174,4.046659419,0.023354989
4.637098437,1.775255233,-1.200204372
5.896382045,5.269231392,0.151278486
3.578945081,2.736061666,-1.342435628
6.25113488,4.43468124,-0.306196876
8.307566617,1.172943873,1.2863214
7.869968347,2.57528062,0.155986825
0.017534089,5.89229132,0.942101997
1.107728651,5.426411159,1.549565152
2.796783192,5.53190144,1.068830493
1.696781907,4.284843902,0.577436199
1.198316897,8.432963876,0.384255544
4.325447798,1.346851122,-0.703989628
8.793853999,5.662244029,1.403222273
8.11196628,3.387034735,-0.003123877
6.085881562,5.701323147,0.63941459
6.835197782,6.031271243,1.492838953
3.764834056,9.929028825,-1.459206878
7.921832857,6.298594872,1.997580264
1.257227069,8.064664971,0.742110497
5.362737356,7.057090781,-0.080686455
2.267371964,9.174382787,-0.201770845
2.344623792,5.00098095,0.99984369
8.657577749,0.73265925,1.437520911
1.538361815,1.372622054,1.196353714
6.772747873,5.881295789,1.390563417
1.052460775,7.444072576,1.26717093
8.384827243,2.678686591,-0.032379296
0.913893064,8.370647942,0.297902762
7.612486819,1.681202619,0.86079944
7.394950373,1.123659101,1.328868125
4.35094108,9.684359455,-1.901883268
1.442869886,9.977707618,0.140838995
4.367245166,4.129640053,-1.491348044
9.011618219,6.305618099,1.401253594
2.840593889,5.977470682,1.250106327
1.127255569,8.790229359,0.097898473
6.303232313,4.929484688,0.235440078
9.766366187,0.496587622,0.544229451
8.934779994,0.776323734,1.184118264
7.884576698,7.686728642,1.166006312
8.520570162,0.780804662,1.496282983
3.91826715,0.009754049,0.29904104
9.363384184,2.648844562,-0.819680989
1.034267487,3.132155361,-0.14046731
2.427959863,9.802344637,-0.274980021
3.743798785,1.51610411,-0.511796941
9.61989251,1.096479933,0.262851502
6.007005931,5.384189222,0.349714239
2.654035487,0.248599859,1.437726966
